dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,15.028225,22.953316,12.524906,3.135150,-5.237381,-3.974323,0.476887
0.020000,15.082089,22.981036,12.585484,3.028897,-5.312670,-3.764436,0.473714
0.020000,15.134118,23.007614,12.643908,2.921219,-5.383913,-3.562142,0.470867
0.020000,15.184274,23.033065,12.700152,2.812188,-5.451541,-3.381440,0.468321
0.020000,15.232521,23.057401,12.754189,2.701878,-5.515487,-3.197289,0.466051
0.020000,15.278827,23.080634,12.805996,2.590361,-5.575879,-3.019593,0.464035
0.020000,15.323161,23.102772,12.855550,2.477699,-5.633085,-2.860297,0.462250
0.020000,15.365495,23.123823,12.902830,2.363958,-5.687059,-2.698708,0.460678
0.020000,15.405803,23.143793,12.947814,2.249201,-5.737846,-2.539344,0.459298
0.020000,15.444062,23.162686,12.990483,2.133483,-5.785904,-2.402905,0.458093
0.020000,15.480250,23.180506,13.030821,2.016868,-5.830743,-2.241924,0.457045
0.020000,15.514347,23.197254,13.068809,1.899408,-5.872965,-2.111106,0.456139
0.020000,15.546334,23.212933,13.104432,1.781161,-5.912352,-1.969388,0.455360
0.020000,15.576195,23.227543,13.137676,1.662180,-5.949066,-1.835692,0.454695
0.020000,15.603915,23.241084,13.168526,1.542519,-5.983066,-1.699993,0.454129
0.020000,15.629480,23.253556,13.196971,1.422227,-6.014585,-1.575929,0.453652
0.020000,15.652877,23.264958,13.222998,1.301360,-6.043337,-1.437621,0.453253
0.020000,15.674095,23.275288,13.246597,1.179967,-6.069670,-1.316646,0.452921
0.020000,15.693124,23.284546,13.267759,1.058098,-6.093438,-1.188381,0.452649
0.020000,15.709956,23.292729,13.286475,0.935805,-6.114677,-1.061975,0.452426
0.020000,15.724584,23.299837,13.302738,0.813136,-6.133428,-0.937534,0.452248
0.020000,15.736999,23.305868,13.316541,0.690143,-6.149668,-0.811981,0.452107
0.020000,15.747198,23.310820,13.327878,0.566873,-6.163464,-0.689808,0.451999
0.020000,15.755175,23.314693,13.336746,0.443378,-6.174782,-0.565897,0.451919
0.020000,15.760927,23.317485,13.343140,0.319707,-6.183560,-0.438907,0.451864
0.020000,15.764452,23.319196,13.347058,0.195907,-6.189970,-0.320518,0.451831
0.020000,15.765982,23.319938,13.348758,0.085000,-5.545360,32.230497,0.451817
0.020000,15.766306,23.320095,13.349118,0.018009,-3.349559,109.790052,0.451814
0.020000,15.766306,23.320095,13.349118,0.000000,-0.900443,122.455810,0.451814
