dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,15.109558,24.182088,12.667784,1.635053,-6.249564,0.000000,0.454695
0.020000,15.137818,24.195893,12.699235,1.510062,-6.249564,0.000000,0.454129
0.020000,15.163838,24.208587,12.728187,1.385070,-6.249564,-0.000000,0.453652
0.020000,15.187616,24.220174,12.754638,1.260079,-6.249564,-0.000000,0.453253
0.020000,15.209151,24.230659,12.778590,1.135088,-6.249564,0.000000,0.452921
0.020000,15.228441,24.240043,12.800042,1.010097,-6.249564,-0.000000,0.452649
0.020000,15.245485,24.248330,12.818994,0.885105,-6.249564,-0.000000,0.452426
0.020000,15.260283,24.255521,12.835446,0.760114,-6.249564,0.000000,0.452248
0.020000,15.272833,24.261617,12.849398,0.635123,-6.249564,0.000000,0.452107
0.020000,15.283135,24.266620,12.860851,0.510131,-6.249564,-0.000000,0.451999
0.020000,15.291189,24.270529,12.869804,0.385140,-6.249564,0.000000,0.451919
0.020000,15.296994,24.273347,12.876256,0.260149,-6.249564,0.000000,0.451864
0.020000,15.300551,24.275073,12.880210,0.135158,-6.249564,0.000000,0.451831
0.020000,15.302093,24.275822,12.881924,0.036331,-4.941333,65.411546,0.451817
0.020000,15.302420,24.275981,12.882288,0.000000,-1.816551,156.239090,0.451814
0.020000,15.302420,24.275981,12.882288,0.000000,0.000000,90.827544,0.451814
